age,gender,ethnicity,major,gpa_current,gpa_history,attendance_rate,enrollment_gap_months,credits_completed,financial_aid_status,academic_warning_count,advisor_meeting_count,dropout_risk,next_semester_dropout,dropout_type,dropout_duration,dropout_cause,GPA_sem1,GPA_sem2,GPA_sem3,GPA_sem4,Attendance_sem1,Attendance_sem2,Attendance_sem3,Attendance_sem4
-0.6962631979260084,0,0,0,0.5737426436141615,0.3613772883463288,0.8860546403100283,-0.8704704927942822,-0.9609946995916503,1,-1.3711007031104538,-0.27935147851517966,0,0,0.0,-0.42535065589112697,2.0,-0.4258349497698217,-0.7025708120135371,0.47287272518701606,-0.5529779149149369,0.4892326076287327,0.33803491349227455,0.21416860670738222,-0.413614266978633
0.7550218815564114,1,1,1,0.3236506980556504,0.2936372991215068,-0.22812978272777917,1.759426673259986,1.3491993309116617,1,0.4108291997139728,1.4843646609859844,0,0,0.0,-0.42535065589112697,2.0,0.5015694987258547,0.8931314853236658,-0.04987991587644175,0.19743676062868373,1.5943105485440194,1.1905460484844115,1.4722576907942413,1.106057247038652
0.7550218815564114,0,0,0,-0.4266251386198842,-0.34311859959182245,0.25932590235126196,0.006161895890473879,1.6940044100912606,1,0.4108291997139728,1.4843646609859844,0,0,0.0,-0.42535065589112697,2.0,0.8614577921719384,0.7418148881623794,0.020762332915917142,1.1701965252222661,-0.20144110544332117,1.4036738322324451,-1.4632835054084306,1.5895890924077876
-0.6962631979260084,0,2,0,1.4768524470198974,1.7432730685327025,1.5127833782687947,1.759426673259986,-1.0989167312634898,0,-0.48013575169824046,0.896459281152263,0,0,0.0,-0.42535065589112697,2.0,0.404676496644217,0.08152428236767462,0.5576434237378471,1.5315072949284536,0.14389575109270616,0.2669923189095964,-1.4632835054084306,0.7606773574892688
-1.2767772297189763,1,1,2,-0.8017630569576515,-0.722462539250827,-1.342314205765586,-0.8704704927942822,-1.5126828262790084,1,1.3017941511261861,-0.867256858348901,1,1,0.0,-0.42535065589112697,0.0,1.04140193889498,-1.0877403320604486,-0.7704308535585047,1.0590239806972852,-1.0993169324369914,1.4747164268151234,-0.27508825932639697,-1.4497539356267808
-0.11574916613304052,2,3,1,0.17081673132544847,0.4833092689510087,0.4682354816708502,-0.8704704927942822,-1.3057997787712492,1,-0.48013575169824046,1.4843646609859844,0,0,0.0,-0.42535065589112697,2.0,0.0586300606383676,0.31537720525329915,0.9814969164920018,0.5587475303348718,-1.0993169324369914,-0.5144762214998625,1.4023638527894158,0.898829313309022
-1.5670342456154605,2,3,3,-0.9268090297369077,-1.0882584810648672,-0.7852219942466825,-0.8704704927942822,1.6940044100912606,0,0.4108291997139728,-0.867256858348901,0,0,0.0,-0.42535065589112697,2.0,1.0690856537754478,0.9206435938984452,-1.2931834946219625,-0.2194602813399941,-1.168384303744197,-0.9407317889959314,1.2625761767797654,-0.06823437742924988
-0.4060061820295245,1,3,2,-1.4130989238784577,-1.0476144875299738,0.4682354816708502,0.006161895890473879,0.6940696804704239,0,0.4108291997139728,-0.867256858348901,0,0,0.0,-0.42535065589112697,2.0,-0.8410906729768408,0.4529377481271961,-1.6040093893083431,-1.2061166139991988,-0.7539800759009642,0.33803491349227455,0.633531634736335,-0.20638633324900313
0.17450784976344344,0,2,3,0.7682586012707817,1.0794211741294444,-0.5763124149270935,1.759426673259986,-1.0989167312634898,0,-0.48013575169824046,1.4843646609859844,1,1,1.0,0.7658544617882235,0.0,0.2800997796821114,-0.771351083450486,-1.5333671405159839,-1.4006685669179155,1.387108434622403,-1.0828169781612877,-0.6245574493505242,-0.9662220902576453
0.17450784976344344,1,1,3,-1.5103569027067678,-1.4811504185688362,-1.5512237850851749,0.88279428457523,-0.2369040333144928,1,1.3017941511261861,0.896459281152263,1,0,0.0,-0.42535065589112697,0.0,-0.7857232432159048,0.31537720525329915,0.5859003232547908,-0.886495548489879,-0.1323737341361157,-1.0828169781612877,-1.533177343413256,-0.413614266978633
-0.11574916613304052,0,4,3,0.18471072830092164,0.02267734222221765,-0.15849325628791613,1.759426673259986,-0.2369040333144928,0,1.3017941511261861,0.896459281152263,1,1,2.0,3.1482646971469244,1.0,-1.1179278217815205,0.6592785624380413,-1.109513647761829,0.1696436244974385,-1.3755864176658126,-0.15926324858647253,0.9131069867556374,-0.5517662227983855
0.17450784976344344,2,4,0,-0.35715515374252016,-0.11280263622742695,1.7216929575883837,0.006161895890473879,0.4871866329626647,1,-0.48013575169824046,0.896459281152263,0,0,0.0,-0.42535065589112697,2.0,-1.408606828026434,-0.8401313548874341,0.9673684667335303,1.3091622058784924,0.35109786501432255,-0.017178059421116217,-1.183708153389129,-1.5188299135366574
-0.6962631979260084,1,4,2,-0.6906110811538692,-0.505694573731396,-0.5066758884872304,0.88279428457523,-1.6850853658688079,1,-1.3711007031104538,-1.4551622381826224,0,0,0.0,-0.42535065589112697,2.0,0.030946345757899618,1.113228353921901,-0.8269446525923921,1.587093567190944,1.3180410633151975,-1.224902167326644,0.9830008247604629,0.2771455121201332
1.6257929292458633,0,4,3,1.212866504485913,1.3910251245636265,1.5127833782687947,-0.8704704927942822,-0.4437870808222521,0,-1.3711007031104538,-0.27935147851517966,0,0,0.0,-0.42535065589112697,2.0,0.6123043582477266,0.10903639094245401,0.7271848208395086,-1.2061166139991988,-0.9611821898225805,1.1195034539017334,-0.6245574493505242,-1.6569818693564107
1.3355359133493794,1,3,4,0.6710006224424719,0.7678172236952621,1.6520564311485209,-0.8704704927942822,-0.8920336837557306,0,-1.3711007031104538,0.896459281152263,0,0,0.0,-0.42535065589112697,2.0,1.2628716579387238,1.457129711106643,-0.09226526515185696,0.41978184967864557,0.9036368354719655,-1.1538595727439658,0.004487092692905432,-0.3445382890687564
0.7550218815564114,0,3,3,0.5737426436141615,0.8220092150751199,-0.08885672984805312,0.006161895890473879,-0.8920336837557306,1,1.3017941511261861,0.896459281152263,0,0,0.0,-0.42535065589112697,2.0,0.16936492016023952,1.5946902539805399,-0.2900635617704628,-0.6085641871774273,0.00576100847829524,-0.23030584316915068,-1.3933896674036048,0.48437344584976233
1.3355359133493794,1,1,1,0.407014679908487,0.2936372991215068,-1.2030411528858607,-0.8704704927942822,-1.5816438421149281,1,-0.48013575169824046,-0.867256858348901,0,0,0.0,-0.42535065589112697,2.0,-0.993351104819415,-0.05603626050622234,0.8543408686657555,0.46147155387551314,-0.6849127045937586,-0.23030584316915068,-1.1138143153843032,-1.4497539356267808
1.6257929292458633,0,0,0,-0.6906110811538692,-0.3973105909716803,0.6771450609904393,0.006161895890473879,1.5905628863373809,0,1.3017941511261861,-1.4551622381826224,0,0,0.0,-0.42535065589112697,2.0,-0.9241418176182448,-0.9639358434739417,-1.2084127960711317,0.586540666466117,1.1799063207007874,0.7642904809883426,1.0528946627652886,-0.3445382890687564
-0.9865202138224924,0,3,4,-0.4683071295463031,-0.3973105909716803,1.0949642196296174,0.88279428457523,1.2112772992398222,1,-0.48013575169824046,-0.867256858348901,0,0,0.0,-0.42535065589112697,2.0,-1.2701882536240943,-0.2761331291044575,0.9814969164920018,0.33640244128490987,0.6273673502431437,-1.1538595727439658,0.423850120721859,-0.6208422007082621
1.0452788974528953,2,1,0,-0.9129150327614345,-1.210190461669547,1.0253276931897544,0.88279428457523,-0.6506701283300114,0,-1.3711007031104538,-0.27935147851517966,0,0,0.0,-0.42535065589112697,2.0,-0.8134069580963729,0.5079619652767549,-0.04987991587644175,-0.7614264358992757,-1.2374516750514024,-1.3669873564919994,1.2625761767797654,-0.8971461123477686
-1.2767772297189763,2,0,3,-0.09316921120853583,-0.0044186534677112714,-0.3674028356075052,1.759426673259986,-0.30586504915041257,1,-0.48013575169824046,0.896459281152263,0,0,0.0,-0.42535065589112697,2.0,-1.2701882536240943,-1.3628614178082423,0.5152580744624313,1.587093567190944,1.0417715780863765,-1.5090725456573557,-0.7643451253601753,1.520513114497911
1.6257929292458633,2,4,4,0.9627745589274019,0.7271732301603689,-0.019220203408190112,-0.8704704927942822,1.2112772992398222,0,-1.3711007031104538,-1.4551622381826224,0,0,0.0,-0.42535065589112697,2.0,-1.491657972667838,0.06776822808028461,-1.279055044863491,0.8644720277785687,0.0748283797855007,0.6222052918229863,-1.6030711814180816,-1.4497539356267808
1.3355359133493794,2,3,2,0.5459546496632157,0.33428129265639994,-1.411950732205449,-0.8704704927942822,-1.5816438421149281,0,-1.3711007031104538,-0.867256858348901,0,0,0.0,-0.42535065589112697,2.0,-0.13515594352490826,1.6909826339922676,1.6172771556232344,1.587093567190944,0.972704206779171,-0.5144762214998625,-0.27508825932639697,0.13899355630038
-0.11574916613304052,2,3,1,0.9071985710255105,1.0523251784395153,-1.690496837964901,0.006161895890473879,1.0388747596500227,1,1.3017941511261861,-1.4551622381826224,0,0,0.0,-0.42535065589112697,2.0,1.6504436662652748,0.5767422367137031,-1.7735507864100049,-0.8031161400961433,-0.8230474472081696,-1.580115140240034,1.6120453668038925,-0.06823437742924988
-1.2767772297189763,2,4,3,-0.6211410962765045,-0.34311859959182245,-0.08885672984805312,-0.8704704927942822,-1.3057997787712492,1,1.3017941511261861,0.30855390131854166,1,1,0.0,-0.42535065589112697,2.0,-1.1871371089826905,-1.5692022321190875,-1.420339542448209,0.39198871354740034,-1.3755864176658126,-0.44343362691718513,0.21416860670738222,-0.413614266978633
-1.2767772297189763,0,0,0,1.532428434921789,1.6755330793078806,-1.342314205765586,-0.8704704927942822,-0.16794301747857304,1,1.3017941511261861,0.896459281152263,0,0,0.0,-0.42535065589112697,2.0,-0.7441976708952032,1.0857162453471214,1.2216805623860227,1.253575933616002,1.4561758059296086,-0.8696891944132532,0.9131069867556374,-0.1373103553391265
